State	StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	Collected.By	X	X.1	Species	Subphylum	Genus	Region
881	Washington	yHRVM117	Candida ergatensis	Candida	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9D3	b	YHRVM_9D3	10	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM117	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces	Northwest
882	Washington	yHRVM298	Cryptococcus flavescens	Cryptococcus	Basidiomycota	47.103651, -122.707960	47.103651	-122.70796	Plant	Plant Matter	Fruit	Salmonberry	Rosaceae	Drupe	NA	Rubus	Rubus spectabilis	Salmonberry	NA	NA	5D5	a	YHRVM_5D5	10	Nisqually North Refuge, Olympia, WA	Quinn Langdon	TRUE	yHRVM298	Cryptococcus flavescens	Basidiomycota	Cryptococcus	Northwest
883	Washington	yHKS513	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Fruit	Blackberry	Rosaceae	Drupe	NA	Rubus	Rubus sp.	Blackberry	NA	From vine, No mold	#190	a	YHKS_#190	22	Monroe, WA	Emily Baker	TRUE	yHKS513	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	Northwest
884	Washington	yHKS517	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Rubus	Rubus parviflorus	Thimbleberry	NA	NA	#188	a	YHKS_#188	30	Monroe, WA	Emily Baker	TRUE	yHKS517	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
885	Washington	yHKS501	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Fruit	Blackberry	Rosaceae	Drupe	Mold	Rubus	Rubus sp.	Blackberry	Mold	NA	#191	a	YHKS_#191	30	Monroe, WA	Emily Baker	TRUE	yHKS501	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	Northwest
886	Washington	yHRVM290	Nakazawaea holstii	Nakazawaea	Ascomycota	47.291441, -122.302015	47.291441	-122.302015	Tree	Fungus	Fungus	NA	NA	NA	NA	Pseudotsuga	Pseudotsuga menziesii	Douglas Fir	Fungus	NA	11D5	a	YHRVM_11D5	22	Rhodentron  Species Botanical Garden, Olympia, WA	Quinn Langdon	TRUE	yHRVM290	Nakazawaea holstii	Saccharomycotina	Nakazawaea	Northwest
887	Washington	yHKS518	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Rubus	Rubus parviflorus	Thimbleberry	NA	NA	#189	a	YHKS_#189	30	Monroe, WA	Emily Baker	TRUE	yHKS518	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
888	Washington	yHKS521	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Fruit	Blackberry	Rosaceae	Drupe	Mold	Rubus	Rubus sp.	Blackberry	Mold	NA	#191	a	YHKS_#191	22	Monroe, WA	Emily Baker	TRUE	yHKS521	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
889	Washington	yHKS522	Candida sp.	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Unknown	Unknown	Bamboo	NA	NA	#150	a	YHKS_#150	10	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS522	Candida sp.	Saccharomycotina	Candida	Northwest
890	Washington	yHRVM314	Candida railenensis	Candida	Ascomycota	47.291441, -122.302015	47.291441	-122.302015	Tree	Plant Matter	Sap	NA	NA	NA	NA	Pseudotsuga	Pseudotsuga menziesii	Douglas Fir	NA	NA	9D5	a	YHRVM_9D5	10	Rhodentron  Species Botanical Garden, Olympia, WA	Quinn Langdon	TRUE	yHRVM314	Candida railenensis	Saccharomycotina	Candida	Northwest
892	Washington	yHKS499	Pichia kudriavzevii	Pichia	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Fruit	Blackberry	Rosaceae	Drupe	NA	Rubus	Rubus sp.	Blackberry	NA	from vine, No mold	#190	a	YHKS_#190	30	Monroe, WA	Emily Baker	TRUE	yHKS499	Pichia kudriavzevii	Saccharomycotina	Pichia	Northwest
893	Washington	yHKS520	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Ilex	Ilex sp.	Holly	NA	NA	#193	a	YHKS_#193	22	Monroe, WA	Emily Baker	TRUE	yHKS520	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
894	Washington	yHRVM321	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	47.291441, -122.302015	47.291441	-122.302015	Tree	Fungus	Fungus	NA	NA	NA	NA	Pseudotsuga	Pseudotsuga menziesii	Douglas Fir	Fungus	NA	11D5	b	YHRVM_11D5	10	Rhodentron  Species Botanical Garden, Olympia, WA	Quinn Langdon	TRUE	yHRVM321	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Northwest
895	Washington	yHKS500	Saccharomyces cerevisiae	Saccharomyces	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Fruit	Blackberry	Rosaceae	Drupe	NA	Rubus	Rubus sp.	Blackberry	NA	From vine, No mold	#190	b	YHKS_#190	30	Monroe, WA	Emily Baker	TRUE	yHKS500	Saccharomyces cerevisiae	Saccharomycotina	Saccharomyces	Northwest
896	Washington	yHRVM80	Lachancea thermotolerans	Lachancea	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Plant	Plant Matter	Plant Matter	NA	NA	NA	Dead	Equisetum	Equisetum sp.	Horsetail	NA	NA	6D3	a	YHRVM_6D3	22	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM80	Lachancea thermotolerans	Saccharomycotina	Lachancea	Northwest
897	Washington	yHKS507	Torulaspora delbrueckii	Torulaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Fruit	Plum	Rosaceae	Drupe	NA	Prunus	Prunus mume	Chinese Plum	NA	NA	#184	a	YHKS_#184	22	Monroe, WA	Emily Baker	TRUE	yHKS507	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Northwest
898	Washington	yHRVM104	Mrakia gelida	Mrakia	Basidiomycota	47.861132, -122.060318	47.861132	-122.060318	Plant	Plant Matter	Fruit	Snowberry	Caprifoliaceae	Berry	NA	Symphoricarpos	Symphoricarpos sp.	Snowberry	NA	NA	2D3	b	YHRVM_2D3	10	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM104	Mrakia gelida	Basidiomycota	Mrakia	Northwest
899	Washington	yHKS433	Lachancea thermotolerans	Lachancea	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	NA	NA	NA	Moss	NA	#149	a	YHKS_#149	30	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS433	Lachancea thermotolerans	Saccharomycotina	Lachancea	Northwest
900	Washington	yHRVM319	Candida railenensis	Candida	Ascomycota	47.291441, -122.302015	47.291441	-122.302015	Plant	Plant Matter	Fruit	Salal berry	Ericaceae	Berry	NA	Gaultheria	Gaultheria shallon	Salal	NA	NA	13D5	a	YHRVM_13D5	10	Rhodentron  Species Botanical Garden, Olympia, WA	Quinn Langdon	TRUE	yHRVM319	Candida railenensis	Saccharomycotina	Candida	Northwest
901	Washington	yHKS455	Lachancea thermotolerans	Lachancea	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	#149	a	YHKS_#149	22	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS455	Lachancea thermotolerans	Saccharomycotina	Lachancea	Northwest
902	Washington	yHKB40	Torulaspora delbrueckii	Torulaspora	Ascomycota	47.860107:-121.98317	47.860107	-121.98317	Tree	Plant Matter	Fruit	Holly Berry	Aquifoliaceae	Berry	NA	Ilex	Ilex sp.	Holly	NA	NA	14G	a	YHKB_14G	22	Monroe, WA	NA	TRUE	yHKB40	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Northwest
903	Washington	yHKS436	Debaryomyces hansenii	Debaryomyces	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Soil	Soil	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	#155	a	YHKS_#155	30	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS436	Debaryomyces hansenii	Saccharomycotina	Debaryomyces	Northwest
904	Washington	yHKS544	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Ilex	Ilex sp.	Holly	NA	NA	#193	b	YHKS_#193	10	Monroe, WA	Emily Baker	TRUE	yHKS544	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
905	Washington	yHKS540	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Fruit	Blackberry	Rosaceae	Drupe	NA	Rubus	Rubus sp.	Blackberry	NA	From vine, No mold	#190	a	YHKS_#190	10	Monroe, WA	Emily Baker	TRUE	yHKS540	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
906	Washington	yHKS516	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Fruit	Holly Berry	Aquifoliaceae	Berry	NA	Ilex	Ilex sp.	Holly	NA	NA	#194	a	YHKS_#194	22	Monroe, WA	Emily Baker	TRUE	yHKS516	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
907	Washington	yHKS502	Torulaspora delbrueckii	Torulaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Ilex	Ilex sp.	Holly	NA	NA	#192	a	YHKS_#192	30	Monroe, WA	Emily Baker	TRUE	yHKS502	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Northwest
908	Washington	yHKS486	Candida sake	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Abies	Abies sp.	Fir	Moss	NA	#146	a	YHKS_#146	10	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS486	Candida sake	Saccharomycotina	Candida	Northwest
909	Washington	yHKS487	Candida sake	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Abies	Abies sp.	Fir	Moss	NA	#146	b	YHKS_#146	10	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS487	Candida sake	Saccharomycotina	Candida	Northwest
910	Washington	yHKS488	Candida sake	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Bamboo	NA	NA	#151	a	YHKS_#151	10	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS488	Candida sake	Saccharomycotina	Candida	Northwest
911	Washington	yHKS542	Torulaspora delbrueckii	Torulaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Ilex	Ilex sp.	Holly	NA	NA	#192	a	YHKS_#192	10	Monroe, WA	Emily Baker	TRUE	yHKS542	Torulaspora delbrueckii	Saccharomycotina	Torulaspora	Northwest
912	Washington	yHRVM79	Nakazawaea holstii	Nakazawaea	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Plant	Moss	Moss	NA	NA	NA	NA	Unknown	Unknown	Unknown	Lichen	NA	3D3	a	YHRVM_3D3	22	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM79	Nakazawaea anatomiae/populi sp. complex	Saccharomycotina	Nakazawaea	Northwest
913	Washington	yHRVM120	Nakazawaea anatomiae	Nakazawaea	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Tree	Plant Matter	Leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	4D3	a	YHRVM_4D3	10	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM120	Nakazawaea anatomiae/populi sp. complex	Saccharomycotina	Nakazawaea	Northwest
914	Washington	yHKS489	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	#154	a	YHKS_#154	10	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS489	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Northwest
915	Washington	yHKS496	Pichia kudriavzevii	Pichia	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Fruit	Plum	Rosaceae	Drupe	NA	Prunus	Prunus mume	Chinese Plum	NA	NA	#184	a	YHKS_#184	30	Monroe, WA	Emily Baker	TRUE	yHKS496	Pichia kudriavzevii	Saccharomycotina	Pichia	Northwest
917	Washington	yHKS514	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Ilex	Ilex sp.	Holly	NA	NA	#192	a	YHKS_#192	22	Monroe, WA	Emily Baker	TRUE	yHKS514	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
918	Washington	yHKS512	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Rubus	Rubus parviflorus	Thimbleberry	NA	NA	#189	a	YHKS_#189	22	Monroe, WA	Emily Baker	TRUE	yHKS512	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
919	Washington	yHKS431	Lachancea thermotolerans	Lachancea	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Plant	Plant Matter	Leaves	NA	NA	NA	NA	NA	NA	NA	NA	NA	#147	a	YHKS_#147	30	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS431	Lachancea thermotolerans	Saccharomycotina	Lachancea	Northwest
920	Washington	yHKS498	Pichia manshurica	Pichia	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Rubus	Rubus parviflorus	Thimbleberry	NA	NA	#188	b	YHKS_#188	30	Monroe, WA	Emily Baker	TRUE	yHKS498	Pichia manshurica	Saccharomycotina	Pichia	Northwest
921	Washington	yHRVM122	Candida sake	Candida	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Plant	Plant Matter	Plant Matter	NA	NA	NA	Dead	Equisetum	Equisetum sp.	Horsetail	NA	NA	6D3	a	YHRVM_6D3	10	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM122	Candida sake	Saccharomycotina	Candida	Northwest
922	Washington	yHKS468	Candida railenensis	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	#152	a	YHKS_#152	22	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS468	Candida railenensis	Saccharomycotina	Candida	Northwest
923	Washington	yHKS536	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Seed	NA	NA	NA	NA	Rhododendron	Rhododendron sp.	Rhododendron sp.	NA	NA	#185	a	YHKS_#185	10	Monroe, WA	Emily Baker	TRUE	yHKS536	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
924	Washington	yHKS535	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Fruit	Plum	Rosaceae	Drupe	NA	Prunus	Prunus mume	Chinese Plum	NA	NA	#183	a	YHKS_#183	10	Monroe, WA	Emily Baker	TRUE	yHKS535	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
925	Washington	yHKS523	Candida sake	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	#152	a	YHKS_#152	10	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS523	Candida sake	Saccharomycotina	Candida	Northwest
926	Washington	yHRVM111	Nakazawaea anatomiae	Nakazawaea	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	5D3	a	YHRVM_5D3	22	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM111	Nakazawaea anatomiae/populi sp. complex	Saccharomycotina	Nakazawaea	Northwest
927	Washington	yHKS539	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Rubus	Rubus parviflorus	Thimbleberry	NA	NA	#189	a	YHKS_#189	10	Monroe, WA	Emily Baker	TRUE	yHKS539	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
928	Washington	yHRVM98	Candida ergatensis	Candida	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Fungus	Fungus	Mold	NA	NA	NA	NA	Unknown	Unknown	Jelly Mold	NA	NA	9D3	a	YHRVM_9D3	30	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM98	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces	Northwest
929	Washington	yHRVM97	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Tree	Fungus	Fungus	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	Fungus	NA	10D3	a	YHRVM_10D3	22	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM97	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
930	Washington	yHRVM103	Cystofilobasidium capitatum	Cystofilobasidium	Basidiomycota	47.861132, -122.060318	47.861132	-122.060318	Plant	Plant Matter	Fruit	Snowberry	Caprifoliaceae	Berry	NA	Symphoricarpos	Symphoricarpos sp.	Snowberry	NA	NA	2D3	a	YHRVM_2D3	10	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM103	Cystofilobasidium capitatum	Basidiomycota	Cystofilobasidium	Northwest
931	Washington	yHKS541	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Fruit	Blackberry	Rosaceae	Drupe	Mold	Rubus	Rubus sp.	Blackberry	Mold	NA	#191	a	YHKS_#191	10	Monroe, WA	Emily Baker	TRUE	yHKS541	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
932	Washington	yHKB31	Lachancea thermotolerans	Lachancea	Ascomycota	47.860107:-121.98317	47.860107	-121.98317	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	16G	a	YHKB_16G	22	Monroe, WA	NA	TRUE	yHKB31	Lachancea thermotolerans	Saccharomycotina	Lachancea	Northwest
933	Washington	yHKS434	Debaryomyces sp.	Debaryomyces	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	White/Grey Growth	NA	#152	a	YHKS_#152	30	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS434	Debaryomyces hansenii	Saccharomycotina	Debaryomyces	Northwest
934	Washington	yHKS509	Saccharomyces eubayanus	Saccharomyces	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Bark	NA	NA	NA	NA	Cedrus	Cedrus sp.	Cedar	NA	Possibly touched while sampling	#186	a	YHKS_#186	22	Monroe, WA	Emily Baker	TRUE	yHKS509	Saccharomyces eubayanus	Saccharomycotina	Saccharomyces	Northwest
935	Washington	yHKS524	Candida sake	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Soil	Soil	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	#155	a	YHKS_#155	10	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS524	Candida sake	Saccharomycotina	Candida	Northwest
936	Washington	yHKS511	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Rubus	Rubus parviflorus	Thimbleberry	NA	NA	#188	a	YHKS_#188	22	Monroe, WA	Emily Baker	TRUE	yHKS511	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
937	Washington	yHKS453	Debaryomyces hansenii	Debaryomyces	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Bamboo	NA	NA	#151	a	YHKS_#151	30	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS453	Debaryomyces hansenii	Saccharomycotina	Debaryomyces	Northwest
938	Washington	yHRVM304	Aureobasidium pullulans	Aureobasidium	Ascomycota	47.103651, -122.707960	47.103651	-122.70796	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	Populus	Populus sp.	Cottonwood	Moss	NA	4D5	a	YHRVM_4D5	22	Nisqually North Refuge, Olympia, WA	Quinn Langdon	TRUE	yHRVM304	Aureobasidium pullulans	Pezizomycotina	Aureobasidium	Northwest
939	Washington	yHRVM121	Nakazawaea anatomiae	Nakazawaea	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Tree	Plant Matter	Bark	NA	NA	NA	NA	NA	NA	NA	NA	NA	5D3	a	YHRVM_5D3	10	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM121	Nakazawaea anatomiae/populi sp. complex	Saccharomycotina	Nakazawaea	Northwest
940	Washington	yHKS545	Nakazawaea holstii	Nakazawaea	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Ilex	Ilex sp.	Holly	NA	NA	#195	a	YHKS_#195	10	Monroe, WA	Emily Baker	TRUE	yHKS545	Nakazawaea holstii	Saccharomycotina	Nakazawaea	Northwest
941	Washington	yHKS510	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Rhododendron	Rhododendron sp.	Rhododendron sp.	NA	NA	#187	a	YHKS_#187	22	Monroe, WA	Emily Baker	TRUE	yHKS510	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
943	Washington	yHRVM96	Candida ergatensis	Candida	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Fungus	Fungus	Mold	NA	NA	NA	NA	Unknown	Unknown	Jelly Mold	NA	NA	9D3	a	YHRVM_9D3	22	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM96	Scheffersomyces ergatensis	Saccharomycotina	Scheffersomyces	Northwest
944	Washington	yHKS451	Aureobasidium pullulans	Aureobasidium	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	White/Grey Growth	NA	#153	a	YHKS_#153	30	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS451	Aureobasidium pullulans	Pezizomycotina	Aureobasidium	Northwest
945	Washington	yHKS515	Wickerhamomyces anomalus	Wickerhamomyces	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Ilex	Ilex sp.	Holly	NA	NA	#192	b	YHKS_#192	22	Monroe, WA	Emily Baker	TRUE	yHKS515	Wickerhamomyces anomalus	Saccharomycotina	Wickerhamomyces	Northwest
946	Washington	yHRVM118	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Fungus	Fungus	Fungus	NA	NA	NA	NA	NA	NA	NA	NA	NA	10D3	a	YHRVM_10D3	10	Lords Hill, Monroe, WA	Emily Baker	TRUE	yHRVM118	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
947	Washington	yHKS497	Wickerhamomyces anomalus	Wickerhamomyces	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Seed	NA	NA	NA	NA	Rhododendron	Rhododendron sp.	Rhododendron sp.	NA	In Ivy Bed	#185	a	YHKS_#185	30	Monroe, WA	Emily Baker	TRUE	yHKS497	Wickerhamomyces anomalus	Saccharomycotina	Wickerhamomyces	Northwest
948	Washington	yHRVM324	Aureobasidium pullulans	Aureobasidium	Ascomycota	47.103651, -122.707960	47.103651	-122.70796	Plant	Plant Matter	Fruit	Salmonberry	Rosaceae	Drupe	NA	Rubus	Rubus spectabilis	Salmonberry	NA	NA	5D5	a	YHRVM_5D5	22	Nisqually North Refuge, Olympia, WA	Quinn Langdon	TRUE	yHRVM324	Aureobasidium pullulans	Pezizomycotina	Aureobasidium	Northwest
949	Washington	yHKS538	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Rhododendron	Rhododendron sp.	Rhododendron sp.	NA	NA	#187	a	YHKS_#187	10	Monroe, WA	Emily Baker	TRUE	yHKS538	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
950	Washington	yHKS435	Debaryomyces hansenii	Debaryomyces	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	White/Grey Growth	NA	#152	b	YHKS_#152	30	Bellingham WA (Sudden Valley)	Mary B. O'Neill	TRUE	yHKS435	Debaryomyces hansenii	Saccharomycotina	Debaryomyces	Northwest
951	Washington	yHKS508	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Seed	NA	NA	NA	NA	Rhododendron	Rhododendron sp.	Rhododendron sp.	NA	NA	#185	a	YHKS_#185	22	Monroe, WA	Emily Baker	TRUE	yHKS508	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
952	Washington	yHKS506	Hanseniaspora uvarum	Hanseniaspora	Ascomycota	47.855571, -121.971572	47.855571	-121.971572	Tree	Plant Matter	Fruit	Plum	Rosaceae	Drupe	NA	Prunus	Prunus mume	Chinese Plum	NA	NA	#183	a	YHKS_#183	22	Monroe, WA	Emily Baker	TRUE	yHKS506	Hanseniaspora uvarum	Saccharomycotina	Hanseniaspora	Northwest
