StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	State	Collected.By	X	X.1	Species	Subphylum	Genus
yHQL479	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Tree	Plant Matter	Twigs	NA	NA	NA	NA	Morus	Morus alba	White Mulberry	NA	mulberry	AS#2	a	YHQL_AS#2	10	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL479	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHQL542	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	45.871530, -122.793825	45.87153	-122.793825	Tree	Plant Matter	Bark	NA	NA	NA	NA	Myrica	Myrica californica	Pacific Wax Myrtle	NA	NA	QL#29	a	YHQL_QL#29	22	West Sand Island, OR	Oregon	Bill Vagt	TRUE	yHQL542	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHQL688	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	44.837907, -88.331760	44.837907	-88.33176	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Malus	Malus sp.	Apple Tree	NA	NA	7	c	YHQL_7	22	W1348 Church Rd., Cecil WI 54111 (Sorlie's)	Wisconsin	Sorlie, Lisa	TRUE	yHQL688	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHQL691	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	44.837907, -88.331760	44.837907	-88.33176	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Malus	Malus sp.	Apple Tree	NA	NA	7	a	YHQL_7	22	W1348 Church Rd., Cecil WI 54111 (Sorlie's)	Wisconsin	Sorlie, Lisa	TRUE	yHQL691	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHRM 1	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	NA	NA	NA	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	a	YHRM_1.15	22	Picnic Point, Madison WI	Wisconsin	RM	TRUE	yHRM 1	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHRM56	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	NA	NA	NA	Tree	Soil	Soil	NA	NA	NA	NA	Taxus	Taxus brevifolia	Pacific Yew	NA	NA	45	a	YHRM_45	22	Pacific City, Oregon (Beach)	Oregon	Quinn	TRUE	yHRM56	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHRVM163	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	41.814458, -88.070870	41.814458	-88.07087	Tree	Plant Matter	Fruit	Crabapple	Rosaceae	Pome	NA	Malus	Malus sp.	Crabapple	NA	NA	29D4-CS	a	YHRVM_29D4-CS	30	Lisle, IL ; Morten Arboretum	Illinois	Goose Island CS	TRUE	yHRVM163	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHRVM292	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	41.814458, -88.070870	41.814458	-88.07087	Tree	Plant Matter	Pine Cone	NA	NA	NA	NA	Picea	Picea sp.	Spruce	NA	NA	30D4-CS	c	YHRVM_30D4-CS	10	Morton Arboretum, Lisle, IL	Illinois	Goose Island CS	TRUE	yHRVM292	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHRVM7	Metschnikowia pulcherrima	Metschnikowia	Ascomycota	43.072871, -89.407803	43.072871	-89.407803	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	7D1	a	YHRVM_7D1	22	Madison, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM7	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHKS104	Metschnikowia fructicola	Metschnikowia	Ascomycota	43.795677, -88.442040	43.795677	-88.44204	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	#37	b	YHKS_#37	30	 Fon du Lac, WI (Lakeside Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS104	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHKS198	Metschnikowia fructicola	Metschnikowia	Ascomycota	45.084920, -87.586688	45.08492	-87.586688	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#27	a	YHKS_#27	10	Marinette, WI (Red Arrow Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS198	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHKS230	Metschnikowia fructicola	Metschnikowia	Ascomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula alleghaniensis	Yellow Birch	NA	NA	#55	a	YHKS_#55	30	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS230	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHKS238	Metschnikowia fructicola	Metschnikowia	Ascomycota	43.395533, -87.866440	43.395533	-87.86644	Tree	Plant Matter	Flower	NA	NA	NA	NA	Fraxinus	Fraxinus pennsylvanica	Green Ash	Flower vine	NA	#69	a	YHKS_#69	30	Port Washington, WI (Upper Lake Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS238	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHKS30	Metschnikowia fructicola	Metschnikowia	Ascomycota	43.134054, -88.222331	43.134054	-88.222331	Tree	Plant Matter	Bark	NA	NA	NA	NA	Pyrus	Pyrus communis	NA	NA	NA	#19	a	YHKS_#19	10	Sussex, WI	Wisconsin	Kayla Sylvester	TRUE	yHKS30	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHKS57	Metschnikowia fructicola	Metschnikowia	Ascomycota	40.196441, -92.579533	40.196441	-92.579533	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	#4M	b	YHKS_#4M	30	 Kirksville, MO 	Missouri	William Alexander	TRUE	yHKS57	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHKS66	Metschnikowia fructicola	Metschnikowia	Ascomycota	44.560833, -88.093161	44.560833	-88.093161	Tree	Plant Matter	Bark	NA	NA	NA	NA	Ulmus	Ulmus americana	American Elm	NA	NA	#33	a	YHKS_#33	10	 Howard, WI (Meadowbrook Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS66	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHQL141	Metschnikowia fructicola	Metschnikowia	Ascomycota	46.525703, -86.671012	46.525703	-86.671012	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	Equisetum	Equisetum sp.	Horsetail	NA	NA	A&CH10	b	YHQL_A&CH10	30	Grand Island National Rec Area	Michigan	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL141	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHRM4	Metschnikowia fructicola	Metschnikowia	Ascomycota	NA	NA	NA	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	a	YHRM_1.14	22	Picnic Point, Madison WI	Wisconsin	RM	TRUE	yHRM4	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHRVM138	Metschnikowia fructicola	Metschnikowia	Ascomycota	42.135106, -87.758928	42.135106	-87.758928	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	7D4	a	YHRVM_7D4	30	Mukwonago, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM138	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHRVM306	Metschnikowia chrysoperlae	Metschnikowia	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Bracket Fungus	NA	NA	16D5	a	YHRVM_16D5	10	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM306	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHRVM307	Metschnikowia chrysoperlae	Metschnikowia	Ascomycota	43.983207, -123.094710	43.983207	-123.09471	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Bracket Fungus	NA	NA	16D5	b	YHRVM_16D5	10	Spencer's Butte, Eugene, OR	Oregon	Quinn Langdon	TRUE	yHRVM307	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHKB161	Metschnikowia bicuspidata	Metschnikowia	Ascomycota	44.3878:-71.1731	44.3878	-71.1731	Plant	Plant Matter	Fruit	Berry	Unknown	Unknown	NA	Unknown	Unknown	Unknown	NA	NA	NH3	c	YHKB_NH3	10	Gorham, NH	New Hampshire	Beth Sargent	TRUE	yHKB161	Metschnikowia bicuspidata	Saccharomycotina	Metschnikowia
yHQL25	Metschnikowia aff. fructicola	Metschnikowia	Ascomycota	46.172126, -123.432684	46.172126	-123.432684	Tree	Soil	Soil	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	OR 10.4	a	YHQL_OR 10.4	22	Bradley State Park, OR	Oregon	Quinn Langdon	TRUE	yHQL25	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHQL27	Metschnikowia aff. fructicola	Metschnikowia	Ascomycota	46.122696, -123.927882	46.122696	-123.927882	Plant	Soil	Soil	NA	NA	NA	NA	Festuca	Festuca sp.	Festuca sp.	NA	NA	OR 15.2	a	YHQL_OR 15.2	30	Camp Rilea, OR	Oregon	Quinn Langdon	TRUE	yHQL27	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHQL528	Metschnikowia aff. chrysoperlae	Metschnikowia	Ascomycota	45.871530, -122.793825	45.87153	-122.793825	Tree	Plant Matter	Fruit	Manzanita berry	Ericaceae	Berry	NA	Arctostaphylos	Arctostaphylos uva-ursi	Manzanita	NA	NA	QL#28	a	YHQL_QL#28	30	West Sand Island, OR	Oregon	Bill Vagt	TRUE	yHQL528	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHQL529	Metschnikowia aff. chrysoperlae	Metschnikowia	Ascomycota	45.871530, -122.793825	45.87153	-122.793825	Tree	Plant Matter	Fruit	Manzanita berry	Ericaceae	Berry	NA	Arctostaphylos	Arctostaphylos uva-ursi	Manzanita	NA	NA	QL#28	b	YHQL_QL#28	30	West Sand Island, OR	Oregon	Bill Vagt	TRUE	yHQL529	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHQL540	Metschnikowia aff. chrysoperlae	Metschnikowia	Ascomycota	45.871530, -122.793825	45.87153	-122.793825	Tree	Plant Matter	Fruit	Manzanita berry	Ericaceae	Berry	NA	Arctostaphylos	Arctostaphylos uva-ursi	Manzanita	NA	NA	QL#28	b	YHQL_QL#28	22	West Sand Island, OR	Oregon	Bill Vagt	TRUE	yHQL540	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHQL541	Metschnikowia aff. chrysoperlae	Metschnikowia	Ascomycota	45.871530, -122.793825	45.87153	-122.793825	Tree	Plant Matter	Fruit	Manzanita berry	Ericaceae	Berry	NA	Arctostaphylos	Arctostaphylos uva-ursi	Manzanita	NA	NA	QL#28	c	YHQL_QL#28	22	West Sand Island, OR	Oregon	Bill Vagt	TRUE	yHQL541	Metschnikowia pulcherrima sp. complex	Saccharomycotina	Metschnikowia
yHKB176	Leucosporidium scottii	Leucosporidium	Basidiomycota	44.3878:-71.1731	44.3878	-71.1731	Plant	Plant Matter	Fruit	Blueberry	Ericaceae	Berry	NA	Vaccinium	Vaccinium sp.	Blueberry	NA	NA	NH4	a	YHKB_NH4	10	Gorham, NH	New Hampshire	Beth Sargent	TRUE	yHKB176	Leucosporidium scottii	Basidiomycota	Leucosporidium
yHKS283	Leucosporidium scottii	Leucosporidium	Basidiomycota	43.567496, -72.289615	43.567496	-72.289615	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#94	a	YHKS_#94	10	272 Ladieu Rd. Plainfield, NH	New Hampshire	Alysha Heimberg	TRUE	yHKS283	Leucosporidium scottii	Basidiomycota	Leucosporidium
YHMH122	Leucosporidium scottii	Leucosporidium	Basidiomycota	44.500396, -87.927442	44.500396	-87.927442	Plant	Plant Matter	Leaves	NA	NA	NA	Dead	Unknown	Unknown	Unknown	NA	NA	62	a	YHMH_62	10	Green Bay, Baird Creek, WI	Wisconsin	Max Haase	TRUE	YHMH122	Leucosporidium scottii	Basidiomycota	Leucosporidium
yHMJ52	Leucosporidium scottii	Leucosporidium	Basidiomycota	44.997282, -93.354812 	44.997282	-93.354812	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	c	YHMJ_10	10	Bassett creek, golden valley MN	Minnesota	Martin Jarzyna	TRUE	yHMJ52	Leucosporidium scottii	Basidiomycota	Leucosporidium
yHMJ63	Leucosporidium scottii	Leucosporidium	Basidiomycota	45.027429, -93.438540	45.027429	-93.43854	Tree	Plant Matter	Fruit	Crabapple	Rosaceae	Pome	NA	Malus	Malus sp.	Crabapple	NA	NA	7	a	YHMJ_7	4	french park, plymouth mn	Minnesota	Martin Jarzyna	TRUE	yHMJ63	Leucosporidium scottii	Basidiomycota	Leucosporidium
yHQL472	Leucosporidium scottii	Leucosporidium	Basidiomycota	56.463269, -132.379573	56.463269	-132.379573	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Populus	Populus sp.	Aspen	NA	NA	KS#305	a	YHQL_KS#305	10	Wrangell Beach, AK	Alaska	parents of Ryan Mority	TRUE	yHQL472	Leucosporidium scottii	Basidiomycota	Leucosporidium
yHRVM320	Leucosporidium scottii	Leucosporidium	Basidiomycota	47.291441, -122.302015	47.291441	-122.302015	Tree	Fungus	Fungus	NA	NA	NA	NA	Pseudotsuga	Pseudotsuga menziesii	Douglas Fir	Fungus	NA	11D5	a	YHRVM_11D5	10	Rhodentron  Species Botanical Garden, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM320	Leucosporidium scottii	Basidiomycota	Leucosporidium
yHRVM11	Leucosporidium scottii	Leucosporidium	Basidiomycota	46.482739, -86.671216	46.482739	-86.671216	Soil	Sand	Sand	NA	NA	NA	NA	NA	NA	NA	NA	NA	7CAHD2	a	YHRVM_7CAHD2	22	Grand Island, MI	Michigan	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM11	Leucosporidium scottii	Basidiomycota	Leucosporidium
yHKB152	Leucosporidium fellii	Leucosporidium	Basidiomycota	41.8089,-88.0112	41.8089	-88.0112	Tree	Plant Matter	Leaves	NA	NA	NA	Rotting	NA	NA	NA	NA	NA	DG5	a	YHKB_DG5	10	Downers Grove, IL (home backyard)	Illinois	Kelly Buh	TRUE	yHKB152	Leucosporidium fellii	Basidiomycota	Leucosporidium
yHKB384	Leucosporidium fellii	Leucosporidium	Basidiomycota	41.8089,-88.0112	41.8089	-88.0112	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Unknown	Unknown	Unknown	NA	NA	DG5	a	YHKB_DG5	4	Downers Grove, IL	Illinois	Kelly Buh	TRUE	yHKB384	Leucosporidium fellii	Basidiomycota	Leucosporidium
yHKB160	Leucosporidium drummii	Leucosporidium	Basidiomycota	44:-88	44	-88	Tree	Soil	Soil	NA	NA	NA	NA	Pinus	Pinus strobus	White Pine	NA	NA	KBOCT5	a	YHKB_KBOCT5	10	Northeastern WI	Wisconsin	Bill Saucier	TRUE	yHKB160	Leucosporidium drummii	Basidiomycota	Leucosporidium
yHAB258	Leucosporidiella creatinivora	Leucosporidiella	Basidiomycota	45.948334, -86.243976	45.948334	-86.243976	Soil	Sand	Sand	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1	a	YHAB_3.1	10	Manistique, MI Boardwalk	Michigan	ABH/CTH	TRUE	yHAB258	Leucosporidium creatinivora	Basidiomycota	Leucosporidium
yHKS280	Leucosporidiella creatinivora	Leucosporidiella	Basidiomycota	43.400119, -87.876439	43.400119	-87.876439	Tree	Plant Matter	Bark	NA	NA	NA	NA	Gleditsia	Gleditsia triacanthos	Honey Locust	NA	NA	#87	b	YHKS_#87	10	Port Washington, WI (Whitefish Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS280	Leucosporidium scottii	Basidiomycota	Leucosporidium
yHKS546	Leotiomycetes sp.	Leotiomycetes	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Populus	Populus sp.	Aspen	NA	From same bag as #197	#196	a	YHKS_#196	22	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Alaska	Jacob Barnes	TRUE	yHKS546	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes
yHKS547	Leotiomycetes sp.	Leotiomycetes	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Populus	Populus sp.	Aspen	NA	From same bag as #196	#197	a	YHKS_#197	22	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Alaska	Jacob Barnes	TRUE	yHKS547	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes
yHKS559	Leotiomycetes sp.	Leotiomycetes	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	From same bag as #210	#211	a	YHKS_#211	22	Nikiski, Alaska (Deer Creek)	Alaska	Jacob Barnes	TRUE	yHKS559	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes
yHKS625	Leotiomycetes sp.	Leotiomycetes	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Populus	Populus sp.	Aspen	NA	From same bag as #197	#196	a	YHKS_#196	10	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Alaska	Jacob Barnes	TRUE	yHKS625	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes
yHKS626	Leotiomycetes sp.	Leotiomycetes	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Betula	Betula papyrifera	White Birch	NA	From same bag as #199	#198	a	YHKS_#198	10	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Alaska	Jacob Barnes	TRUE	yHKS626	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes
yHKS627	Leotiomycetes sp.	Leotiomycetes	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula papyrifera	White Birch	NA	From same bag as #198	#199	a	YHKS_#199	10	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Alaska	Jacob Barnes	TRUE	yHKS627	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes
yHKS631	Leotiomycetes sp.	Leotiomycetes	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	From same bag as #211	#210b	b	YHKS_#210b	10	Nikiski, Alaska (Deer Creek)	Alaska	Jacob Barnes	TRUE	yHKS631	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes
yHKS633	Leotiomycetes sp.	Leotiomycetes	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Tree	Plant Matter	Bark	NA	NA	NA	NA	Populus	Populus sp.	Aspen	NA	From same bag as #196	#197	a	YHKS_#197	10	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Alaska	Jacob Barnes	TRUE	yHKS633	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes
yHKS637	Leotiomycetes sp.	Leotiomycetes	Ascomycota	60.691550, -151.289609	60.69155	-151.289609	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	From same bag as #211	#210c	c	YHKS_#210c	10	Nikiski, Alaska (Deer Creek)	Alaska	Jacob Barnes	TRUE	yHKS637	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes
yHQL492	Leotiomycetes sp.	Leotiomycetes	Ascomycota	45.386820, -110.681776	45.38682	-110.681776	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	QL#8	b	YHQL_QL#8	10	Pray, MT	Montana	Erik Jessen and Erica Macke	TRUE	yHQL492	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes
yHRVM208	Leotiomycetes sp.	Leotiomycetes	Ascomycota	42.866603, -88.336550	42.866603	-88.33655	Tree	Plant Matter	Fruit	Crabapple	Rosaceae	Pome	NA	Malus	Malus sp.	Crabapple	NA	NA	8D4	c	YHRVM_8D4	22	Mukwonago, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM208	Leotiomycetes sp.	Pezizomycotina	Leotiomycetes
yHQL334	Lecythophora sp.	Lecythophora	Ascomycota	41.158958,-122.305077	41.158958	-122.305077	Tree	Plant Matter	Needles	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	Moss	NA	QL#17	b	YHQL_QL#17	30	Pacific Crest Trail, CA, 41°9''32.25"N X 122°18'18.276"	California	Bill Vagt	TRUE	yHQL334	Lecythophora sp.	Pezizomycotina	Lecythophora
yHQL335	Lecythophora sp.	Lecythophora	Ascomycota	37.457021,-119.643303	37.457021	-119.643303	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus velutina	Black Oak	NA	NA	QL#21	a	YHQL_QL#21	30	Yosemite Nat'l Park, CA, 37°27'25.274"N X 119°38'35.891"W	California	Bill Vagt	TRUE	yHQL335	Lecythophora sp.	Pezizomycotina	Lecythophora
yHQL413	Lecythophora sp.	Lecythophora	Ascomycota	60.962500, -149.050278	60.9625	-149.050278	Tree	Soil	Soil	NA	NA	NA	NA	Alnus	Alnus sp.	Alder	Fern	soil near alder, ferns, and devils club in avalacch path	QL#14	a	YHQL_QL#14	30	Winner Creek Valley, Girdwood, AK	Alaska	Mel Langdon	TRUE	yHQL413	Lecythophora sp.	Pezizomycotina	Lecythophora
yHQL531	Lecythophora sp.	Lecythophora	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Plant	Moss	Moss	NA	NA	NA	NA	Tortula	Tortula ruralis	Twisted Moss	NA	NA	QL#33	a	YHQL_QL#33	30	Coeur d'Alene campground, Chugach National Forest, AK	Alaska	Mel Langdon	TRUE	yHQL531	Lecythophora sp.	Pezizomycotina	Lecythophora
yHQL532	Lecythophora sp.	Lecythophora	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Plant	Moss	Moss	NA	NA	NA	NA	Tortula	Tortula ruralis	Twisted Moss	NA	NA	QL#33	b	YHQL_QL#33	30	Coeur d'Alene campground, Chugach National Forest, AK	Alaska	Mel Langdon	TRUE	yHQL532	Lecythophora sp.	Pezizomycotina	Lecythophora
yHQL533	Lecythophora sp.	Lecythophora	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Tree	Plant Matter	Bark	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	NA	NA	QL#35	a	YHQL_QL#35	30	Coeur d'Alene campground, Chugach National Forest, AK	Alaska	Mel Langdon	TRUE	yHQL533	Lecythophora sp.	Pezizomycotina	Lecythophora
yHQL534	Lecythophora sp.	Lecythophora	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Lichen	Lichen	Lichen	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	QL#36	a	YHQL_QL#36	30	Coeur d'Alene campground, Chugach National Forest, AK	Alaska	Mel Langdon	TRUE	yHQL534	Lecythophora sp.	Pezizomycotina	Lecythophora
yHQL535	Lecythophora sp.	Lecythophora	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Lichen	Lichen	Lichen	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	QL#36	b	YHQL_QL#36	30	Coeur d'Alene campground, Chugach National Forest, AK	Alaska	Mel Langdon	TRUE	yHQL535	Lecythophora sp.	Pezizomycotina	Lecythophora
yHQL536	Lecythophora sp.	Lecythophora	Ascomycota	60.850069, -149.534257	60.850069	-149.534257	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Tsuga	Tsuga sp.	Hemlock	NA	NA	QL#37	a	YHQL_QL#37	30	Coeur d'Alene campground, Chugach National Forest, AK	Alaska	Mel Langdon	TRUE	yHQL536	Lecythophora sp.	Pezizomycotina	Lecythophora
yHKS645	Lachancea waltii	Lachancea	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Soil	Soil	NA	NA	NA	NA	Pinus	Pinus sp.	Pine	NA	NA	#251	b	YHKS_#251	22	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Michigan	Chris Hittinger	TRUE	yHKS645	Lachancea waltii	Saccharomycotina	Lachancea
yHQL206	Lachancea waltii	Lachancea	Ascomycota	43.122028, -89.484072	43.122028	-89.484072	Tree	Plant Matter	Bark	NA	NA	NA	NA	Ostrya	Ostrya virginiana	American hophornbeam	NA	NA	7	a	YHQL_7	22	Blue Mound State Park	Wisconsin	Sarah Wright	TRUE	yHQL206	Lachancea waltii	Saccharomycotina	Lachancea
yHKS302	Lachancea thermotolerans	Lachancea	Ascomycota	43.400119, -87.876439	43.400119	-87.876439	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fraxinus	Fraxinus pennsylvanica	Green Ash	NA	NA	#81	a	YHKS_#81	10	Whitefish Park, Port Washington, WI	Wisconsin	Kayla Sylvester	TRUE	yHKS302	Lachancea quebecensis	Saccharomycotina	Lachancea
yHKS323	Lachancea thermotolerans	Lachancea	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#137	a	YHKS_#137	30	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS323	Lachancea quebecensis	Saccharomycotina	Lachancea
yHKS643	Lachancea thermotolerans	Lachancea	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Soil/Plant Matter	Duff	NA	NA	NA	NA	Pinus	Pinus strobus	White Pine	NA	NA	#250	a	YHKS_#250	22	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Michigan	Chris Hittinger	TRUE	yHKS643	Lachancea quebecensis	Saccharomycotina	Lachancea
yHKB31	Lachancea thermotolerans	Lachancea	Ascomycota	47.860107:-121.98317	47.860107	-121.98317	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	16G	a	YHKB_16G	22	Monroe, WA	Washington	NA	TRUE	yHKB31	Lachancea thermotolerans	Saccharomycotina	Lachancea
yHKB343	Lachancea thermotolerans	Lachancea	Ascomycota	47.2718,-88.4263	47.2718	-88.4263	Tree	Plant Matter	Fruit	Sugarplum Berry	Rosaceae	Pome	NA	Amelanchier	Amelanchier sp.	Sugarplum	NA	NA	RW1	a	YHKB_RW1	22	Calumet, MI	Michigan	Russell Wrobel	TRUE	yHKB343	Lachancea thermotolerans	Saccharomycotina	Lachancea
yHKB350	Lachancea thermotolerans	Lachancea	Ascomycota	47.2718,-88.4263	47.2718	-88.4263	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	Lycopodium	Lycopodium obscurum	Princess Pine	NA	NA	RW4	a	YHKB_RW4	30	Calumet, MI	Michigan	Russell Wrobel	TRUE	yHKB350	Lachancea thermotolerans	Saccharomycotina	Lachancea
